BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,YEAR
3,WILLIAMSBURG-EAST,14 RENTALS - 4-10 UNIT,2B,3063,34,,S5,211 JOHNSON AVENUE,,11206,6,1,7,2617,5692,1920,2,S5,100,6/6/2024,2024
3,WILLIAMSBURG-EAST,14 RENTALS - 4-10 UNIT,2A,3070,27,,S5,135 BOERUM STREET,,11206,5,1,6,1500,4510,2017,2,S5,1251000,8/5/2024,2024
3,WILLIAMSBURG-EAST,14 RENTALS - 4-10 UNIT,2A,3089,36,,S4,115 SEIGEL STREET,,11206,4,1,5,2500,5000,1931,2,S4,3750000,10/30/2024,2024
3,WILLIAMSBURG-EAST,14 RENTALS - 4-10 UNIT,2B,3097,6,,S5,90 GRAHAM AVENUE,,11206,6,1,7,1875,4276,1931,2,S5,0,9/6/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2242,1003,,R1,"188 MIDDLETON STREET, 3",3,11206,1,,1,,,1999,2,R1,0,1/31/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2266,2601,,R1,"87 GERRY STREET, 1",1,11206,1,,1,,,2023,2,R1,1565000,8/19/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2266,2602,,R1,"87 GERRY STREET, 2",2,11206,1,,1,,,2023,2,R1,1350000,9/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2266,2603,,R1,"87 GERRY STREET, 3",3,11206,1,,1,,,2023,2,R1,750000,9/4/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2266,2604,,R1,"87 GERRY, 4",4,11206,1,,1,,,2023,2,R1,700000,11/5/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2734,1001,,R1,"150 RICHARDSON STREET, 1A",1A,11211,1,,1,,,2013,2,R1,660000,8/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2738,1103,,R1,"383 MANHATTAN AVENUE, 2B",2B,11211,1,,1,,,2016,2,R1,325000,6/27/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2738,1104,,R1,"383 MANHATTAN AVENUE, 3A",3A,11211,1,,1,,,2016,2,R1,865000,10/7/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2740,1203,,R1,"184 FROST STREET, 2A",2A,11211,1,,1,,,2012,2,R1,820000,11/14/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2740,1206,,R1,"184 FROST STREET, 3B",3B,11211,1,,1,,,2012,2,R1,907500,5/20/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2743,1103,,R1,"110 WITHERS STREET, 3",3,11211,1,,1,,,2018,2,R1,1460000,5/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2745,1301,,R1,"181 JACKSON STREET, 1",1,11211,1,,1,,,2023,2,R1,2011044,6/20/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2745,1302,,R1,"181 JACKSON STREET, 2",2,11211,1,,1,,,2023,2,R1,1650000,6/27/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2745,1303,,R1,"181 JACKSON STREET, 3",3,11211,1,,1,,,2023,2,R1,1650000,8/27/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1006,,R1,"174 JACKSON STREET, 3B",3B,11211,1,,1,,,2009,2,R1,0,9/18/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1006,,R1,"174 JACKSON STREET, 3B",3B,11211,1,,1,,,2009,2,R1,1015000,12/18/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1301,,R1,"392 GRAHAM AVENUE, 1",1,11211,1,,1,,,2024,2,R1,1512319,9/3/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1302,,R1,"392 GRAHAM AVENUE, 2",2,11211,1,,1,,,2024,2,R1,1855000,8/8/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1303,,R1,"392 GRAHAM AVENUE, 3A",3A,11211,1,,1,,,2024,2,R1,975000,10/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1304,,R1,"392 GRAHAM AVENUE, 3B",3B,11211,1,,1,,,2024,2,R1,1050000,11/21/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1305,,R1,"392 GRAHAM AVENUE, 4A",4A,11211,1,,1,,,2024,2,R1,995000,9/13/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1306,,R1,"392 GRAHAM AVENUE, 4B",4B,11211,1,,1,,,2024,2,R1,1075000,7/25/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1307,,R1,"392 GRAHAM AVENUE, 5",5,11211,1,,1,,,2024,2,R1,1993022,8/27/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2750,1308,,R1,"392 GRAHAM AVENUE, 6",6,11211,1,,1,,,2024,2,R1,2100000,8/5/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1208,,R1,"476 UNION AVENUE, 5A",5A,11211,1,,1,,,2004,2,R1,1525000,12/20/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1303,,R1,"33 CONSELYEA STREET, 2",2,11211,1,,1,,,2019,2,R1,1710000,10/31/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1502,,R1,"30 SKILLMAN AVENUE, 2F",2F,11211,1,,1,,,2022,2,R1,897000,1/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1503,,R1,"30 SKILLMAN AVENUE, 2R",2R,11211,1,,1,,,2022,2,R1,975000,1/25/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1504,,R1,"30 SKILLMAN AVENUE, 3F",3F,11211,1,,1,,,2022,2,R1,940000,4/4/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1505,,R1,"30 SKILLMAN AVENUE, 3R",3R,11211,1,,1,,,2022,2,R1,960000,1/19/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1506,,R1,"30 SKILLMAN AVENUE, 4F",4F,11211,1,,1,,,2022,2,R1,1150000,2/23/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1507,,R1,"30 SKILLMAN AVENUE, 4R",4R,11211,1,,1,,,2022,2,R1,1250000,1/9/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1702,,R1,"40 SKILLMAN AVENUE, 1B",1B,11211,1,,1,,,2021,2,R1,2367431,5/8/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1703,,R1,"40 SKILLMAN AVENUE, 2A",2A,11211,1,,1,,,2021,2,R1,1909219,1/24/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1704,,R1,"40 SKILLMAN AVENUE, 2B",2B,11211,1,,1,,,2021,2,R1,1909219,2/2/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1705,,R1,"40 SKILLMAN AVENUE, 3A",3A,11211,1,,1,,,2021,2,R1,2493694,1/22/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1801,,R1,"605 LORIMER STREET, 1",1,11211,1,,1,,,2023,2,R1,2150000,8/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1802,,R1,"605 LORIMER STREET, 2F",2F,11211,1,,1,,,2023,2,R1,900000,6/20/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1803,,R1,"605 LORIMER STREET, 2R",2R,11211,1,,1,,,2023,2,R1,1065000,7/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1804,,R1,"605 LORIMER STREET, 3F",3F,11211,1,,1,,,2023,2,R1,925000,7/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1805,,R1,"605 LORIMER STREET, 3R",3R,11211,1,,1,,,2023,2,R1,955000,7/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1806,,R1,"605 LORIMER STREET, 4F",4F,11211,1,,1,,,2023,2,R1,1150000,6/27/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2751,1807,,R1,"605 LORIMER STREET, 4R",4R,11211,1,,1,,,2023,2,R1,1200000,7/18/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2753,1002,,R1,"99 CONSELYEA STREET, 1R",1R,11211,1,,1,,,2020,2,R1,1501919,8/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2754,1102,,R1,"149 CONSELYEA STREET, 1B",1B,11211,1,,1,,,2006,2,R1,0,2/5/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2754,1302,,R1,"142 SKILLMAN AVENUE, 1B",1B,11211,1,,1,,,,2,R1,1170000,4/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2758,1006,,R1,"306 LEONARD STREET, G3",G3,11211,1,,1,,,2005,2,R1,1,1/20/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2761,1007,,R1,"550 METROPOLITAN AVENUE, 4A",4A,11211,1,,1,,,2020,2,R1,1150000,5/14/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2763,1102,,R1,"650 METROPOLITAN AVENUE, 2A",2A,11211,1,,1,,,2019,2,R1,1160000,4/29/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2764,1001,,R1,"131 DEVOE STREET, 2A",2A,11211,1,,1,,,2019,2,R1,1865000,6/14/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2765,1105,,R1,"167 DEVOE STREET, 3A",3A,11211,1,,1,,,1901,2,R1,1355000,9/13/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2767,1507,,R1,"42 DEVOE STREET, 4A",4A,11211,1,,1,,,2005,2,R1,0,2/5/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2770,1002,,R1,"156 DEVOE STREET, 1R",1R,11211,1,,1,,,2021,2,R1,1249000,4/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2770,1004,,R1,"156 DEVOE STREET, 2R",2R,11211,1,,1,,,2021,2,R1,1017232,12/23/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2770,1008,,R1,"156 DEVOE STREET, 4R",4R,11211,1,,1,,,2021,2,R1,1195000,5/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2771,1206,,R1,"196 DEVOE ST, 4F",4F,11211,1,,1,,,2018,2,R1,455000,12/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2777,1004,,R1,"319 HUMBOLDT ST, 2B",2B,11211,1,,1,,,,2,R1,995000,2/8/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2780,1001,,R1,"490 LORIMER STREET, 1A",1A,11211,1,,1,,,2019,2,R1,1399000,9/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2780,1002,,R1,"490 LORIMER STREET, 1B",1B,11211,1,,1,,,2019,2,R1,850000,9/6/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2780,1004,,R1,"490 LORIMER STREET, 2B",2B,11211,1,,1,,,2019,2,R1,978851,1/3/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2780,1006,,R1,"490 LORIMER STREET, 3B",3B,11211,1,,1,,,2019,2,R1,993988,1/18/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2780,1009,,R1,"490 LORIMER STREET, 5A",5A,11211,1,,1,,,2019,2,R1,2475000,8/7/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2782,1204,,R1,"250 MANHATTAN AVENUE, 3F",3F,11211,1,,1,,,2018,2,R1,763688,12/16/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2782,1206,,R1,"250 MANHATTAN AVENUE, 4F",4F,11211,1,,1,,,2018,2,R1,778961,10/30/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2782,1208,,R1,"250 MANHATTAN AVE, PH",PH,11211,1,,1,,,2018,2,R1,1293009,12/5/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2783,1004,,R1,"196 POWERS STREET, 4",4,11211,1,,1,,,2012,2,R1,1880000,6/17/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2790,1007,,R1,"223 MAUJER STREET, 4A",4A,11206,1,,1,,,2007,2,R1,980000,2/27/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2790,1207,,R1,"227 MAUJER STREET, PHA",PHA,11206,1,,1,,,2007,2,R1,0,10/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2857,1110,,R1,"226 RICHARDSON STREET, 5B",5B,11222,1,,1,,,1930,2,R1,0,6/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2857,1305,,R1,"75 KINGSLAND AVENUE, 3A",3A,11211,1,,1,,,2006,2,R1,790000,4/8/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2857,1807,,R1,"77 KINGSLAND AVENUE, 4R",4R,11211,1,,1,,,2018,2,R1,1225000,5/22/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2866,1504,,R1,"128 WOODPOINT RD, 4",4,11211,1,,1,,,2023,2,R1,899000,10/30/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2875,1503,,R1,"230 WITHERS STREET, 3F",3F,11211,1,,1,,,2016,2,R1,0,10/7/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2883,1002,,R1,"180 WOODPOINT ROAD, 1L",1L,11211,1,,1,,,2007,2,R1,999500,10/30/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2907,1408,,R1,"32 MASPETH AVENUE, 5A",5A,11211,1,,1,,,2015,2,R1,0,3/1/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2907,1503,,R1,"34 MASPETH AVENUE, 3",3,11211,1,,1,,,2018,2,R1,1700000,6/28/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2916,1204,,R1,"233 DEVOE STREET, 2B",2B,11211,1,,1,,,2009,2,R1,966400,7/25/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2916,1503,,R1,"237 DEVOE STREET, 3",3,11211,1,,1,,,2017,2,R1,0,4/29/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2945,1003,,R1,"1196 METROPOLITAN AVENUE, 1A",1A,11237,1,,1,,,1960,2,R1,949000,10/31/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2945,1005,,R1,"1196 METROPOLITAN AVENUE, 1C",1C,11237,1,,1,,,1960,2,R1,1100000,6/10/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2945,1006,,R1,"1196 METROPOLITAN AVENUE, 1D",1D,11237,1,,1,,,1960,2,R1,825000,6/18/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,2945,1007,,R1,"1196 METROPOLITAN AVENUE, 2A",2A,11237,1,,1,,,1960,2,R1,1200000,10/10/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3022,1004,,R1,"286 UNION AVENUE, 4A",4A,11211,1,,1,,,,2,R1,0,11/25/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1001,,R1,"78 TEN EYCK STREET, 1A",1A,11206,1,,1,,,2003,2,R1,0,11/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1002,,R1,"78 TEN EYCK STREET, 2A",2A,11206,1,,1,,,2003,2,R1,0,11/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1003,,R1,"78 TEN EYCK STREET, 2B",2B,11206,1,,1,,,2003,2,R1,0,7/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1004,,R1,"78 TEN EYCK STREET, 2C",2C,11206,1,,1,,,2003,2,R1,0,11/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1005,,R1,"78 TEN EYCK STREET, 3A",3A,11206,1,,1,,,2003,2,R1,0,11/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1006,,R1,"78 TEN EYCK STREET, 3B",3B,11206,1,,1,,,2003,2,R1,0,11/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1007,,R1,"78 TEN EYCK STREET, 3C",3C,11206,1,,1,,,2003,2,R1,0,7/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1008,,R1,"78 TEN EYCK STREET, 4A",4A,11206,1,,1,,,2003,2,R1,0,7/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1009,,R1,"78 TEN EYCK STREET, 4B",4B,11206,1,,1,,,2003,2,R1,0,7/15/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1010,,R1,"78 TEN EYCK STREET, 4C",4C,11206,1,,1,,,2003,2,R1,0,11/11/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3023,1304,,R1,"61 STAGG STREET, 3",3,11206,1,,1,,,2003,2,R1,1375000,7/16/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3042,1306,,R1,"103 MESEROLE ST, 3B",3B,11206,1,,1,,,2006,2,R1,10,6/10/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3043,1406,,R1,"129 MESEROLE STREET, 3B",3B,11206,1,,1,,,,2,R1,750000,3/22/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3043,1806,,R1,"143 MESEROLE STREET, 4B",4B,11206,1,,1,,,2015,2,R1,865000,10/3/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3044,1406,,R1,"199 HUMBOLDT STREET, 3B",3B,11206,1,,1,,,,2,R1,985000,2/16/2024,2024
3,WILLIAMSBURG-EAST,15 CONDOS - 2-10 UNIT RESIDENTIAL,2C,3045,1103,,R1,"196 SCHOLES STREET, 2A",2A,11206,1,,1,,,2006,2,R1,975000,12/12/2024,2024
3,WILLIAMSBURG-EAST,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,2266,2605,,R8,"87 GERRY STREET, B",B,11206,1,,1,,,2023,2,R8,1350000,9/11/2024,2024
3,WILLIAMSBURG-EAST,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,2780,1010,,R8,"490 LORIMER STREET, PARKI",PARKI,11211,1,,1,,,2019,2,R8,2475000,8/7/2024,2024
3,WILLIAMSBURG-EAST,16 CONDOS - 2-10 UNIT WITH COMMERCIAL UNIT,2C,2907,1508,,R8,"34 MASPETH AVENUE, ST3",ST3,11211,1,,1,,,2018,2,R8,1700000,6/28/2024,2024
3,WILLIAMSBURG-EAST,21 OFFICE BUILDINGS,4,2276,12,,O2,737 FLUSHING AVENUE,,11206,0,1,1,15000,73210,1969,4,O2,300000,12/10/2024,2024
3,WILLIAMSBURG-EAST,21 OFFICE BUILDINGS,4,2779,6,,O5,14-16 POWERS STREET,,11211,1,4,5,5150,11025,1920,4,O5,5010000,7/29/2024,2024
3,WILLIAMSBURG-EAST,21 OFFICE BUILDINGS,4,2922,37,,O5,879 GRAND STREET,,11211,0,3,3,1875,4875,1920,4,O5,0,4/5/2024,2024
3,WILLIAMSBURG-EAST,21 OFFICE BUILDINGS,4,2922,37,,O5,879 GRAND STREET,,11211,0,3,3,1875,4875,1920,4,O5,2600000,4/17/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,2741,48,,K1,1 JACKSON STREET,,11211,0,1,1,830,830,1928,4,K1,1000000,9/23/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,2751,15,,K5,22 SKILLMAN AVENUE,,11211,0,1,1,2500,2500,1940,4,K5,1850000,5/24/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,2761,22,,K2,558 METROPOLITAN AVENUE,,11211,0,2,2,5489,7980,1960,4,K2,15500000,11/20/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,2892,1,,K4,1 MASPETH AVENUE,,11211,0,2,2,3906,8443,2018,4,K4,5950000,5/15/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,2922,38,,K4,877 GRAND STREET,,11211,1,1,2,1875,2775,1910,4,K4,1400000,4/17/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,2992,1,,K4,25 KNICKERBOCKER AVENUE,,11237,0,1,1,10120,10120,1931,4,K4,8000000,1/16/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3079,5,,K4,92 MANHATTAN AVENUE,,11206,2,1,3,1875,3175,1931,4,K4,1555000,11/6/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3089,5,,K4,106 GRAHAM AVENUE,,11206,0,3,3,2500,6000,1931,4,K4,2075000,2/12/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3097,27,,K1,107 MOORE STREET,,11206,0,1,1,1875,1875,1978,4,K1,487500,6/17/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3097,28,,K1,105 MOORE STREET,,11206,0,1,1,2500,1250,1931,4,K1,887500,6/17/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3097,29,,K1,103 MOORE STREET,,11206,0,1,1,2500,1250,1931,4,K1,875000,6/17/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3102,11,,K4,10 GRATTAN STREET,,11206,1,1,2,2500,4660,1931,4,K4,1800000,12/11/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3102,16,,K2,20 GRATTAN STREET,,11206,0,2,2,2500,4375,1925,4,K2,1300000,11/21/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,1,3102,34,,S2,17 THAMES STREET,,11206,2,1,3,2650,2650,1931,4,K1,725000,6/25/2024,2024
3,WILLIAMSBURG-EAST,22 STORE BUILDINGS,4,3106,14,,K1,96 MOORE STREET,,11206,0,2,2,2500,2000,1931,4,K1,1350000,6/17/2024,2024
3,WILLIAMSBURG-EAST,27 FACTORIES,4,2250,46,,F5,291 WALLABOUT STREET,,11206,0,1,1,5000,5000,1931,4,F5,6700000,3/21/2024,2024
3,WILLIAMSBURG-EAST,27 FACTORIES,4,2731,44,,F5,17 FROST STREET,,11211,0,1,1,2500,2500,1940,4,F5,3098250,1/22/2024,2024
3,WILLIAMSBURG-EAST,27 FACTORIES,4,2736,23,,F5,40 FROST STREET,,11211,0,1,1,2510,2500,1960,4,F5,0,10/2/2024,2024
3,WILLIAMSBURG-EAST,27 FACTORIES,4,2942,1,,F4,222 MORGAN AVENUE,,11237,0,1,1,206200,41900,1960,4,F4,105250000,12/17/2024,2024
3,WILLIAMSBURG-EAST,27 FACTORIES,4,2995,1,,F5,201 INGRAHAM STREET,,11237,0,1,1,10500,10500,1931,4,F5,4320000,2/28/2024,2024
3,WILLIAMSBURG-EAST,27 FACTORIES,4,3048,14,,F5,354 SCHOLES STREET,,11206,0,1,1,10012,10000,1920,4,F5,4100000,10/31/2024,2024
